,X_1,X_2,X_3,X_4,X_5,X_6,X_7,X_8,Y
0,-2.414138508507535,0.5368508330152071,-2.13762548486279,-2.5023894272341654,0,1,3,0,0
1,-0.29651733942943925,-1.4555505635326098,1.2730004958617471,0.9134949304358095,1,0,1,1,0
2,-0.2831127167350789,0.36489905224666663,-0.5664831384463813,-0.6072917860991627,0,1,2,1,3
3,-0.3646071475953653,0.8108490940601374,-0.9074575421209292,0.0187124981312328,0,0,1,3,2
4,0.9649457219674111,-2.7867417064183737,3.4796645317594166,3.2536235530500996,1,0,0,2,1
5,1.475368602434873,-0.32992783826898875,1.2875505585616445,1.3970170819715897,1,1,0,1,3
6,-2.0160049127028783,0.002559272128035861,-1.4079988619546435,-2.202637047169278,0,1,3,0,0
7,0.03732986944841654,-2.038391961215476,2.123476111217909,1.9364070215184945,1,0,0,1,1
8,-2.0841658882906593,0.005496831447933559,-1.4659357852896189,-2.3276017682625385,0,1,3,0,0
9,0.5951158192333771,1.6570651313102962,-1.1549237023608772,-0.016693526514383755,0,1,1,3,3
10,0.29415552273276857,-2.0926998130120857,2.356845306409478,2.2572110410618733,1,0,0,2,1
11,-12.742218331082341,-12.358247402185299,0.03400981169374247,0.24527474333150642,1,0,1,2,1
12,1.84747554917961,-0.10261638306647791,1.390110056645633,2.090013967608725,1,0,0,2,1
13,-21.70134373009347,-21.047400680786865,-1.4048233127799374,-0.5080465926445262,0,1,2,2,2
14,-3.6277621131192417,0.5921841303829978,-2.796729158456648,-2.301600858422022,0,0,3,2,1
15,2.243303054933039,-4.281885210092451,5.648876956999293,4.355497015316156,1,0,0,0,0
16,-1.2788897981349643,-0.8496560152541706,-0.10764410187684056,-1.1901386628465844,1,1,3,0,0
17,1.5166786191582013,0.12687736170941732,0.892396174183345,1.3152992788780467,1,1,0,1,3
18,-3.1510097465218903,0.3620895066969252,-2.229602900765293,-1.5801035803599257,0,0,3,3,1
19,-3.264955952319811,0.588301215513972,-2.547168048538494,-1.9495379925880127,0,0,3,3,1
20,-2.4438555151902435,-0.34567287063562935,-1.1351718660906327,-0.9700055441954364,1,0,3,1,2
21,-0.6956121178410546,-1.1561165519635925,0.7378232676855455,0.5301550817031311,1,0,1,1,1
22,-2.014898378038774,0.10088846507684535,-1.4643091169532918,-2.0077407209639637,0,1,3,0,0
23,-1.4002024444430248,0.5408401335915864,-1.3385928972488084,-0.7766907963975646,0,0,2,2,2
