,X_1,X_2,X_3,X_4,X_5,X_6,X_7,X_8,Y
0,5.253672456764782,-7.689327774358461,-1.7833209823769058,0.08761855266898788,1,1,1,0,0
1,-1.9807577842312005,-1.243098192964872,-3.9750916202307067,5.929425062362273,1,0,3,2,0
2,1.970277832244891,-3.6528488909307315,-4.467229081870878,10.637741287759395,1,1,3,3,0
3,-4.352623764660832,-1.078641158452621,-10.335118215379365,4.370957554824657,0,1,2,3,1
4,15.685851766286948,-16.42748787897724,-7.117687011912992,-2.286353047270822,1,1,3,1,0
5,-712.7346922550821,-769.9422530557973,-675.2240567622302,2.913645046468954,1,0,2,0,1
6,2.588839053614136,-6.029313267799627,-5.037895162541016,6.143961746437446,1,0,0,2,1
7,-10.716069994067455,-3.5809895966710443,-6.982464275750444,8.93950791044461,1,1,1,2,2
8,-14.61960840544823,-4.572907989826016,1.1940597708042504,-4.27851557198009,0,1,2,3,2
9,-167.38029947656332,-180.81505824893475,-158.57121319161695,-0.7322788248643777,1,0,1,2,0
10,-14.481313000335664,-3.8318420038520062,-6.462757772408298,10.82347224805167,0,1,2,1,2
11,-262.531366737152,-283.6034140051071,-248.71455872973002,7.337152733748644,1,0,0,2,1
12,0.5009571817807807,-4.974411054760643,-9.248984320652632,0.4279502097500876,1,0,0,2,1
13,-940.7213746424217,-1.8128900135257722,3.7764542818894338,3.240251883194192,1,0,1,1,1
14,4.110412564227571,2.3696145437251657,-10.013642376052788,-3.8679603257622848,0,0,0,3,1
15,-105.93892979081147,-114.4421047211564,-100.36345181412878,7.219117284433827,0,0,2,2,1
16,2.552823938294455,-6.975218910970254,-5.322736868992447,2.167555488812962,0,1,2,1,0
17,-1.421622851462184,2.095953734470334,1.764147853059188,1.8356048449805034,0,0,0,2,1
18,1.2611610388570438,-2.1771584813491334,-6.411319983319477,-2.6393031479211215,0,1,3,0,0
19,-7.943989470377146,8.240530136249232,-12.365604310841654,-0.8664396789304873,1,0,1,2,2
20,7.336689450866608,-12.56837046866572,-4.549515612091662,2.5151632705043085,1,1,3,2,2
21,7.881089100710895,-0.009483260815244421,-10.786119478747576,-3.5635913156842633,0,0,1,2,0
22,-5.050838987839678,-16.49778384879825,2.2718605004893204,16.138031450982908,0,1,1,2,2
23,-2.158434149816183,-8.082034415764205,-1.5913555780444475,6.003231617798017,0,0,0,2,1
24,-300.5539655319401,-324.6778919296619,-284.7360596975418,-0.4236136823027983,0,0,3,1,2
